"GEOID","NAME","total_popE","whiteE","blackE","asianE","hispanicE","year"
"1732018","Gurnee village, Illinois",31136,20121,2577,3293,4114,2015
"1728248","Gages Lake CDP, Illinois",10025,7801,387,396,1156,2015
"1758265","Payson village, Illinois",1261,1228,33,0,0,2015
"1726194","Fisher village, Illinois",1860,1831,5,7,0,2015
"1741105","Lake Forest city, Illinois",18951,17090,212,844,509,2015
"1753455","North Barrington village, Illinois",3032,2770,0,113,66,2015
"1727455","Fox Lake Hills CDP, Illinois",2190,2071,35,0,84,2015
"1734865","Highwood city, Illinois",5391,2527,152,154,2517,2015
"1722151","Easton village, Illinois",347,345,0,0,2,2015
"1733513","Havana city, Illinois",3395,3252,69,28,14,2015
"1746383","Manito village, Illinois",1689,1671,0,0,12,2015
"1763043","Red Bud city, Illinois",3623,3368,26,0,217,2015
"1772468","Steeleville village, Illinois",2171,2145,0,0,14,2015
"1701543","Anna city, Illinois",4360,3994,44,0,272,2015
"1744927","Louisville village, Illinois",1038,1000,25,4,3,2015
"1769810","Sibley village, Illinois",355,340,5,0,5,2015
"1783505","Worden village, Illinois",1250,1192,10,17,0,2015
"1730926","Granite City city, Illinois",29421,25475,1614,219,1465,2015
"1702609","Assumption city, Illinois",1315,1208,14,0,18,2015
"1715001","Clinton city, Illinois",6987,6507,74,12,274,2015
"1745278","Lyndon village, Illinois",682,634,18,3,10,2015
"1763069","Redmon village, Illinois",124,124,0,0,0,2015
"1738349","Jeisyville village, Illinois",111,110,0,0,0,2015
"1757472","Pana city, Illinois",5684,5533,84,0,14,2015
"1702557","Ashmore village, Illinois",828,813,3,0,3,2015
"1707263","Bonnie village, Illinois",403,367,0,0,18,2015
"1751726","Nason city, Illinois",241,238,0,0,1,2015
"1730835","Grandview village, Illinois",1406,1205,153,8,10,2015
"1764486","Riverton village, Illinois",3478,3305,15,31,73,2015
"1771474","Spaulding village, Illinois",773,730,10,8,1,2015
"1781854","Williamsville village, Illinois",1526,1457,0,5,39,2015
"1752155","New Bedford village, Illinois",67,66,0,1,0,2015
"1755379","Ohio village, Illinois",424,414,0,0,7,2015
"1727624","Frankfort village, Illinois",18295,16174,1003,469,419,2015
"1744225","Lockport city, Illinois",25088,21439,433,410,2441,2015
"1759052","Peotone village, Illinois",3990,3757,0,0,233,2015
"1743133","Liberty village, Illinois",512,442,1,0,69,2015
"1743445","Lima village, Illinois",175,158,0,0,17,2015
"1735814","Homer village, Illinois",1246,1214,0,9,8,2015
"1741346","Lake of the Woods CDP, Illinois",2941,2780,0,0,57,2015
"1745174","Ludlow village, Illinois",393,363,12,7,5,2015
"1723256","Elk Grove Village village, Illinois",33333,25500,237,3568,3423,2015
"1729730","Glendale Heights village, Illinois",34497,12468,2242,8194,10474,2015
"1727858","Freeman Spur village, Illinois",200,191,9,0,0,2015
"1736815","Hurst city, Illinois",780,749,3,0,2,2015
"1778656","Walshville village, Illinois",41,41,0,0,0,2015
"1745616","McCullom Lake village, Illinois",913,767,6,5,115,2015
"1746786","Marengo city, Illinois",7714,6462,30,18,1082,2015
"1720318","Donnellson village, Illinois",140,137,0,3,0,2015
"1774561","Taylor Springs village, Illinois",556,549,0,4,3,2015
"1764044","Ridott village, Illinois",155,152,0,0,0,2015
"1723737","El Paso city, Illinois",2694,2486,78,15,59,2015
"1728300","Galena city, Illinois",3345,2934,11,0,400,2015
"1753195","Nora village, Illinois",113,113,0,0,0,2015
"1723971","Emden village, Illinois",348,306,2,0,12,2015
"1781165","Whiteash CDP, Illinois",341,333,2,0,6,2015
"1747592","Maunie village, Illinois",122,122,0,0,0,2015
"1753403","Norris City village, Illinois",1358,1345,0,4,5,2015
"1774470","Tampico village, Illinois",684,648,0,0,34,2015
"1717406","Crescent City village, Illinois",728,718,0,2,3,2015
"1747280","Martinton village, Illinois",304,293,4,2,5,2015
"1760209","Pittsburg village, Illinois",559,547,0,2,1,2015
"1766794","St. Elmo city, Illinois",1340,1310,0,0,4,2015
"1706171","Bishop Hill village, Illinois",136,133,1,0,0,2015
"1708576","Brookfield village, Illinois",18964,14543,622,138,3511,2015
"1710487","Calumet City city, Illinois",37184,4192,27307,104,5071,2015
"1734514","Hickory Hills city, Illinois",13933,11338,423,146,1828,2015
"1748242","Melrose Park village, Illinois",25491,5191,1327,233,18626,2015
"1757394","Palos Hills city, Illinois",17596,14264,993,475,1470,2015
"1763706","Richton Park village, Illinois",13744,1618,11377,225,333,2015
"1748554","Merrionette Park village, Illinois",1812,1400,88,36,248,2015
"1753000","Niles village, Illinois",29955,20510,485,5121,3180,2015
"1754820","Oak Lawn village, Illinois",56980,41384,3371,1005,10248,2015
"1759572","Phoenix village, Illinois",2088,53,1787,4,223,2015
"1753585","North City village, Illinois",834,804,4,0,21,2015
"1780333","West Frankfort city, Illinois",7720,7313,80,93,65,2015
"1778526","Walnut village, Illinois",1554,1455,9,2,81,2015
"1764018","Ridgway village, Illinois",804,793,0,0,0,2015
"1724543","Eureka city, Illinois",5704,5416,66,16,145,2015
"1739038","Kappa village, Illinois",313,305,0,0,5,2015
"1720370","Dorchester village, Illinois",157,150,0,0,0,2015
"1734423","Hettick village, Illinois",176,176,0,0,0,2015
"1751024","Mount Olive city, Illinois",2090,2087,0,0,0,2015
"1772403","Staunton city, Illinois",4965,4757,0,0,105,2015
"1710448","Calhoun village, Illinois",204,204,0,0,0,2015
"1734007","Henderson village, Illinois",237,228,6,3,0,2015
"1713165","Chesterfield village, Illinois",238,238,0,0,0,2015
"1768406","Scottville village, Illinois",68,68,0,0,0,2015
"1718563","Danville city, Illinois",32337,18528,10657,550,1986,2015
"1769914","Sigel town, Illinois",394,382,0,0,12,2015
"1715170","Coal City village, Illinois",5724,5342,50,37,158,2015
"1717458","Crest Hill city, Illinois",20479,10690,4390,747,3953,2015
"1719837","Diamond village, Illinois",2612,2257,40,24,234,2015
"1727644","Frankfort Square CDP, Illinois",9258,7770,153,228,851,2015
"1751622","Naperville city, Illinois",145058,98518,6703,26519,8838,2015
"1765442","Romeoville village, Illinois",39774,18748,5210,2686,12212,2015
"1783245","Woodridge village, Illinois",33321,21511,2935,4252,3803,2015
"1746110","Magnolia village, Illinois",386,365,9,0,8,2015
"1722164","East Peoria city, Illinois",23137,21281,488,369,425,2015
"1735307","Hinsdale village, Illinois",17308,14593,136,1549,749,2015
"1778929","Warrenville city, Illinois",13373,9124,529,491,2653,2015
"1765897","Rosiclare city, Illinois",950,922,2,19,0,2015
"1710292","Cabery village, Illinois",326,296,0,0,21,2015
"1724452","Essex village, Illinois",858,826,0,0,25,2015
"1730991","Grant Park village, Illinois",1270,1162,7,0,76,2015
"1715495","Colfax village, Illinois",1101,1034,3,0,12,2015
"1772260","Stanford village, Illinois",688,594,0,12,9,2015
"1751479","Murrayville village, Illinois",472,471,0,0,1,2015
"1736126","Hopedale village, Illinois",1013,1003,5,0,1,2015
"1747111","Marquette Heights city, Illinois",2851,2721,18,6,94,2015
"1711358","Carpentersville village, Illinois",38264,13256,2412,1774,20192,2015
"1753442","North Aurora village, Illinois",17154,12386,1117,995,2201,2015
"1727533","Fox River Grove village, Illinois",4739,4212,0,69,351,2015
"1733851","Hebron village, Illinois",1237,1001,8,0,202,2015
"1738479","Johnsburg village, Illinois",6321,5492,133,125,497,2015
"1776706","Union village, Illinois",535,504,0,0,31,2015
"1733357","Harvel village, Illinois",182,174,0,0,5,2015
"1776615","Ullin village, Illinois",406,282,105,0,5,2015
"1773943","Sun River Terrace village, Illinois",450,9,433,0,0,2015
"1712931","Chenoa city, Illinois",1763,1650,31,20,47,2015
"1720643","Downs village, Illinois",972,935,3,2,7,2015
"1731732","Gridley village, Illinois",1356,1296,7,3,25,2015
"1775822","Towanda village, Illinois",561,544,0,2,0,2015
"1783336","Woodson village, Illinois",417,389,0,0,18,2015
"1750010","Monmouth city, Illinois",9302,7077,421,281,1391,2015
"1750790","Mound Station village, Illinois",165,157,0,0,0,2015
"1733279","Hartford village, Illinois",1654,1634,0,0,2,2015
"1776199","Troy city, Illinois",9939,8970,304,69,417,2015
"1716366","Cordova village, Illinois",624,615,0,0,9,2015
"1749867","Moline city, Illinois",43062,32043,2059,1081,7129,2015
"1766040","Round Lake Beach village, Illinois",27966,11966,1017,1142,13347,2015
"1766066","Round Lake Park village, Illinois",7957,3557,380,168,3762,2015
"1777694","Vernon Hills village, Illinois",25768,15793,735,5745,2639,2015
"1771240","South Roxana village, Illinois",2362,2205,71,0,71,2015
"1754703","Oak Grove village, Illinois",762,676,5,4,51,2015
"1763420","Reynolds village, Illinois",451,432,5,2,2,2015
"1771448","Sparta city, Illinois",4371,3105,1164,0,31,2015
"1721605","East Cape Girardeau village, Illinois",619,581,24,2,1,2015
"1708992","Brownstown village, Illinois",777,761,0,0,0,2015
"1762627","Ramsey village, Illinois",1274,1236,32,0,0,2015
"1709317","Buckley village, Illinois",578,515,5,0,58,2015
"1714468","Cissna Park village, Illinois",834,829,5,0,0,2015
"1710630","Cambria village, Illinois",1380,1279,10,0,40,2015
"1750244","Monticello city, Illinois",5493,5338,41,0,107,2015
"1738869","Kane village, Illinois",383,362,2,0,0,2015
"1764811","Rockbridge village, Illinois",180,167,0,0,11,2015
"1756978","Otterville town, Illinois",99,95,2,0,0,2015
"1721358","Dwight village, Illinois",4192,3890,35,53,176,2015
"1744576","Long Point village, Illinois",204,194,0,0,5,2015
"1761015","Pontiac city, Illinois",12085,9937,1353,12,649,2015
"1748645","Metropolis city, Illinois",6417,5733,452,55,115,2015
"1718225","Cutler village, Illinois",389,387,0,0,0,2015
"1708953","Browning village, Illinois",103,100,0,0,3,2015
"1711176","Carbon Hill village, Illinois",328,282,0,10,36,2015
"1747397","Maryville village, Illinois",7791,7141,186,114,176,2015
"1752415","New Douglas village, Illinois",355,324,6,0,6,2015
"1701426","Andalusia village, Illinois",1384,1336,22,2,13,2015
"1717077","Coyne Center CDP, Illinois",953,929,0,0,22,2015
"1715807","Colp village, Illinois",253,148,71,0,25,2015
"1765104","Rock Island Arsenal CDP, Illinois",131,58,27,0,0,2015
"1750543","Morrisonville village, Illinois",903,899,0,0,0,2015
"1750829","Mount Auburn village, Illinois",535,524,2,4,0,2015
"1762822","Rapids City village, Illinois",1047,999,7,2,14,2015
"1700737","Alhambra village, Illinois",633,625,8,0,0,2015
"1710695","Camden village, Illinois",114,114,0,0,0,2015
"1747254","Martinsville city, Illinois",1219,1174,0,1,24,2015
"1779241","Watson village, Illinois",714,705,0,0,1,2015
"1729431","Gladstone village, Illinois",221,210,0,0,11,2015
"1762848","Raritan village, Illinois",93,88,0,0,0,2015
"1752103","Newark village, Illinois",1131,1054,0,3,71,2015
"1767548","Sandwich city, Illinois",7540,6184,10,20,1253,2015
"1705612","Bethany village, Illinois",1308,1305,0,0,3,2015
"1715599","Collinsville city, Illinois",25025,20794,2776,140,802,2015
"1777395","Varna village, Illinois",420,408,0,0,3,2015
"1760937","Polo city, Illinois",2172,2037,0,0,110,2015
"1762588","Raleigh village, Illinois",306,303,0,0,2,2015
"1762523","Radom village, Illinois",163,159,0,0,4,2015
"1705404","Berkeley village, Illinois",5217,1616,1322,343,1850,2015
"1706704","Blue Island city, Illinois",23096,4752,6483,132,11158,2015
"1765962","Rossville village, Illinois",1675,1634,0,3,24,2015
"1775172","Thomson village, Illinois",736,692,9,0,35,2015
"1723022","Eldred village, Illinois",207,206,0,0,0,2015
"1754144","North Riverside village, Illinois",6991,3994,227,324,2299,2015
"1764304","River Forest village, Illinois",11233,8829,606,831,629,2015
"1765338","Rolling Meadows city, Illinois",23401,14687,1377,2019,5078,2015
"1770122","Skokie village, Illinois",65061,35265,4248,17311,6118,2015
"1773157","Streamwood village, Illinois",40865,21026,1318,5226,12276,2015
"1782530","Winnetka village, Illinois",12407,11063,37,561,340,2015
"1730133","Golconda city, Illinois",770,719,13,9,18,2015
"1710591","Camargo village, Illinois",550,545,0,0,5,2015
"1704715","Belknap village, Illinois",54,54,0,0,0,2015
"1777863","Vienna city, Illinois",1450,1322,39,0,54,2015
"1706470","Blandinsville village, Illinois",693,666,0,0,0,2015
"1768198","Sciota village, Illinois",86,85,0,0,1,2015
"1745031","Loves Park city, Illinois",24494,20079,988,379,2378,2015
"1761977","Prophetstown city, Illinois",2150,1941,39,6,124,2015
"1742080","La Prairie village, Illinois",84,82,0,0,0,2015
"1768081","Schiller Park village, Illinois",11834,7143,137,635,3567,2015
"1766768","St. David village, Illinois",609,586,0,0,0,2015
"1766800","Ste. Marie village, Illinois",275,270,0,0,5,2015
"1783765","Yale village, Illinois",80,67,0,6,7,2015
"1773703","Sumner city, Illinois",5988,1796,3342,5,720,2015
"1718719","Davis Junction village, Illinois",2532,1912,55,27,421,2015
"1754586","Oakdale village, Illinois",189,187,0,0,2,2015
"1763719","Richview village, Illinois",203,187,14,0,0,2015
"1777408","Venedy village, Illinois",125,123,2,0,0,2015
"1701010","Alsip village, Illinois",19396,10736,2969,76,5382,2015
"1750920","Mount Clare village, Illinois",206,201,0,0,1,2015
"1769563","Shipman town, Illinois",679,651,4,0,18,2015
"1782075","Wilmette village, Illinois",27420,21810,230,3853,1076,2015
"1757225","Palatine village, Illinois",69188,43832,1857,9474,12886,2015
"1765819","Rosemont village, Illinois",4305,2347,95,202,1647,2015
"1770850","South Holland village, Illinois",22124,3368,17476,169,947,2015
"1712970","Cherry village, Illinois",446,433,0,5,0,2015
"1719499","De Pue village, Illinois",1852,531,6,4,1298,2015
"1749516","Mineral village, Illinois",248,238,4,0,0,2015
"1733383","Harvey city, Illinois",25773,870,19291,163,4992,2015
"1738830","Justice village, Illinois",13015,7834,2351,283,2323,2015
"1739519","Kenilworth village, Illinois",2653,2466,26,76,48,2015
"1743744","Lincolnwood village, Illinois",12666,7323,299,3999,879,2015
"1746058","Maeystown village, Illinois",123,120,0,0,3,2015
"1779150","Waterloo city, Illinois",10151,9960,17,30,116,2015
"1783687","Wyoming city, Illinois",1599,1534,0,24,30,2015
"1741456","Lake Summerset CDP, Illinois",1999,1910,12,22,24,2015
"1765611","Roscoe village, Illinois",10536,9563,207,290,291,2015
"1703207","Avon village, Illinois",686,662,19,0,1,2015
"1725531","Farmington city, Illinois",2455,2351,0,0,81,2015
"1740559","Lacon city, Illinois",1996,1963,10,7,4,2015
"1700295","Adeline village, Illinois",83,83,0,0,0,2015
"1772702","Stillman Valley village, Illinois",1048,1024,3,16,0,2015
"1728261","Galatia village, Illinois",941,929,0,0,2,2015
"1736347","Hoyleton village, Illinois",661,536,53,3,34,2015
"1740182","Kirkwood village, Illinois",773,771,0,0,2,2015
"1755106","Oblong village, Illinois",1472,1417,9,0,2,2015
"1711007","Canton city, Illinois",14539,12605,1041,37,671,2015
"1721098","Dunfermline village, Illinois",273,272,0,0,0,2015
"1737647","Ipava village, Illinois",560,511,0,13,8,2015
"1765754","Rose Hill village, Illinois",50,49,0,1,0,2015
"1766404","Russellville village, Illinois",61,61,0,0,0,2015
"1727065","Forreston village, Illinois",1707,1665,0,0,42,2015
"1751271","Muddy village, Illinois",39,29,0,0,10,2015
"1702531","Ashley city, Illinois",563,518,0,0,37,2015
"1712164","Centralia city, Illinois",12798,10612,1236,114,284,2015
"1737777","Irvington village, Illinois",848,828,0,0,11,2015
"1710936","Candlewick Lake CDP, Illinois",4486,3531,125,16,814,2015
"1754404","Norwood village, Illinois",491,467,9,0,0,2015
"1742912","Leonore village, Illinois",75,71,0,0,4,2015
"1740117","Kinmundy city, Illinois",1015,992,0,0,6,2015
"1742496","Lebanon city, Illinois",4259,3104,952,52,14,2015
"1753871","Northlake city, Illinois",12353,4174,481,396,7180,2015
"1708186","Bridgeport city, Illinois",1196,1170,0,1,24,2015
"1710240","Byron city, Illinois",3672,3436,15,0,163,2015
"1705573","Berwyn city, Illinois",56706,16328,3606,1195,34927,2015
"1729171","Gilberts village, Illinois",7338,4732,350,1069,1064,2015
"1718706","Davis village, Illinois",790,763,0,12,6,2015
"1710877","Camp Point village, Illinois",1150,1094,4,0,0,2015
"1715846","Columbus village, Illinois",80,80,0,0,0,2015
"1711462","Carrollton city, Illinois",2478,2442,13,2,3,2015
"1725960","Fidelity village, Illinois",133,133,0,0,0,2015
"1726012","Fieldon village, Illinois",198,193,0,0,1,2015
"1738414","Jerseyville city, Illinois",8583,8311,24,26,171,2015
"1727026","Forrest village, Illinois",1193,1111,0,0,70,2015
"1777317","Vandalia city, Illinois",6550,5275,881,19,273,2015
"1715664","Colona city, Illinois",4918,4583,0,0,278,2015
"1728846","Geneseo city, Illinois",6523,6066,51,10,200,2015
"1729639","Glen Carbon village, Illinois",12882,10716,1181,277,368,2015
"1734670","Highland city, Illinois",9848,9132,35,75,467,2015
"1766859","St. Jacob village, Illinois",1226,1148,0,4,37,2015
"1763056","Reddick village, Illinois",353,353,0,0,0,2015
"1703454","Baldwin village, Illinois",409,399,0,0,0,2015
"1765221","Rockwood village, Illinois",63,63,0,0,0,2015
"1774873","Thebes village, Illinois",372,231,125,5,7,2015
"1737621","Iola village, Illinois",107,107,0,0,0,2015
"1766599","Sailor Springs village, Illinois",90,90,0,0,0,2015
"1767132","St. Peter village, Illinois",303,300,0,0,0,2015
"1781815","Williamson village, Illinois",212,205,5,0,0,2015
"1710916","Campus village, Illinois",158,153,0,0,0,2015
"1768822","Shabbona village, Illinois",936,862,9,4,57,2015
"1723776","Elsah village, Illinois",739,653,42,2,5,2015
"1773170","Streator city, Illinois",12990,10926,375,227,1332,2015
"1759884","Pinckneyville city, Illinois",5450,3730,1343,61,238,2015
"1714117","Chillicothe city, Illinois",6092,5698,17,95,277,2015
"1759000","Peoria city, Illinois",115847,67673,30306,6302,6516,2015
"1725141","Fairview Heights city, Illinois",17014,10527,4762,706,620,2015
