"GEOID","NAME","median_incomeE","year"
"1706756","Blue Mound village, Illinois",55298,2021
"1706899","Bluffs village, Illinois",66442,2021
"1706964","Bluford village, Illinois",51389,2021
"1707133","Bolingbrook village, Illinois",97371,2021
"1707211","Bondville village, Illinois",50000,2021
"1707224","Bone Gap village, Illinois",49063,2021
"1707237","Bonfield village, Illinois",73333,2021
"1707263","Bonnie village, Illinois",59792,2021
"1707276","Bonnie Brae CDP, Illinois",69263,2021
"1707315","Boody CDP, Illinois",53828,2021
"1707419","Boulder Hill CDP, Illinois",71663,2021
"1707471","Bourbonnais village, Illinois",72819,2021
"1707510","Bowen village, Illinois",63571,2021
"1707640","Braceville village, Illinois",79375,2021
"1707692","Bradford village, Illinois",51250,2021
"1707744","Bradley village, Illinois",57958,2021
"1707770","Braidwood city, Illinois",69992,2021
"1707913","Breese city, Illinois",64102,2021
"1708186","Bridgeport city, Illinois",49038,2021
"1708225","Bridgeview village, Illinois",58371,2021
"1708264","Brighton village, Illinois",63421,2021
"1708303","Brimfield village, Illinois",56094,2021
"1708420","Broadlands village, Illinois",73750,2021
"1708446","Broadview village, Illinois",56798,2021
"1708472","Broadwell village, Illinois",57727,2021
"1708524","Brocton village, Illinois",52969,2021
"1708576","Brookfield village, Illinois",90083,2021
"1708667","Brooklyn village, Illinois",NA,2021
"1708706","Brookport city, Illinois",36806,2021
"1708875","Broughton village, Illinois",28750,2021
"1708953","Browning village, Illinois",NA,2021
"1708979","Browns village, Illinois",54583,2021
"1708992","Brownstown village, Illinois",41042,2021
"1709148","Brussels village, Illinois",NA,2021
"1709161","Bryant village, Illinois",52500,2021
"1709304","Buckingham village, Illinois",67500,2021
"1709317","Buckley village, Illinois",51250,2021
"1709330","Buckner village, Illinois",40250,2021
"1709356","Buda village, Illinois",44722,2021
"1709434","Buffalo village, Illinois",55500,2021
"1709447","Buffalo Grove village, Illinois",121212,2021
"1709499","Buffalo Prairie CDP, Illinois",NA,2021
"1709531","Bull Valley village, Illinois",109405,2021
"1709538","Bulpitt village, Illinois",60357,2021
"1709551","Buncombe village, Illinois",41964,2021
"1709577","Bunker Hill city, Illinois",57857,2021
"1709642","Burbank city, Illinois",73466,2021
"1709681","Bureau Junction village, Illinois",51875,2021
"1709759","Burlington village, Illinois",76250,2021
"1709798","Burnham village, Illinois",50556,2021
"1709889","Burnt Prairie village, Illinois",95000,2021
"1709980","Burr Ridge village, Illinois",148214,2021
"1710006","Burton CDP, Illinois",NA,2021
"1710045","Burtons Bridge CDP, Illinois",63875,2021
"1710084","Bush village, Illinois",69250,2021
"1710110","Bushnell city, Illinois",55412,2021
"1710149","Butler village, Illinois",47368,2021
"1710240","Byron city, Illinois",66620,2021
"1710292","Cabery village, Illinois",51167,2021
"1710305","Cable CDP, Illinois",60741,2021
"1710370","Cahokia village, Illinois",30556,2021
"1710383","Cairo city, Illinois",29375,2021
"1710422","Caledonia village, Illinois",77222,2021
"1710448","Calhoun village, Illinois",48393,2021
"1710487","Calumet City city, Illinois",52994,2021
"1710513","Calumet Park village, Illinois",52696,2021
"1710591","Camargo village, Illinois",67500,2021
"1710630","Cambria village, Illinois",42643,2021
"1710643","Cambridge village, Illinois",67361,2021
"1710695","Camden village, Illinois",NA,2021
"1710747","Cameron CDP, Illinois",52029,2021
"1710773","Campbell Hill village, Illinois",60000,2021
"1710786","Campbell's Island CDP, Illinois",61987,2021
"1710877","Camp Point village, Illinois",53750,2021
"1710906","Campton Hills village, Illinois",183050,2021
"1710916","Campus village, Illinois",85000,2021
"1710936","Candlewick Lake CDP, Illinois",83946,2021
"1711007","Canton city, Illinois",47682,2021
"1711033","Cantrall village, Illinois",76250,2021
"1711124","Capron village, Illinois",68859,2021
"1711150","Carbon Cliff village, Illinois",42059,2021
"1711163","Carbondale city, Illinois",24452,2021
"1711176","Carbon Hill village, Illinois",83750,2021
"1711202","Carlinville city, Illinois",46147,2021
"1711215","Carlock village, Illinois",68500,2021
"1711228","Carlyle city, Illinois",56481,2021
"1711267","Carman CDP, Illinois",NA,2021
"1711293","Carmi city, Illinois",47128,2021
"1711332","Carol Stream village, Illinois",95342,2021
"1711358","Carpentersville village, Illinois",73121,2021
"1711397","Carrier Mills village, Illinois",46398,2021
"1711462","Carrollton city, Illinois",64470,2021
"1711514","Carterville city, Illinois",61000,2021
"1711527","Carthage city, Illinois",68654,2021
"1711592","Cary village, Illinois",106940,2021
"1711618","Casey city, Illinois",44856,2021
"1711644","Caseyville village, Illinois",51667,2021
"1711774","Catlin village, Illinois",51875,2021
"1711826","Cave-In-Rock village, Illinois",25500,2021
"1711982","Cedar Point village, Illinois",61250,2021
"1712008","Cedarville village, Illinois",63681,2021
"1712151","Central City village, Illinois",43269,2021
"1712164","Centralia city, Illinois",40979,2021
"1712203","Centreville city, Illinois",24088,2021
"1712268","Cerro Gordo village, Illinois",61364,2021
"1712294","Chadwick village, Illinois",55089,2021
"1712385","Champaign city, Illinois",52687,2021
"1712450","Chandlerville village, Illinois",36250,2021
"1712476","Channahon village, Illinois",105156,2021
"1712489","Channel Lake CDP, Illinois",53969,2021
"1712528","Chapin village, Illinois",61350,2021
"1712567","Charleston city, Illinois",44371,2021
"1712684","Chatham village, Illinois",95310,2021
"1712710","Chatsworth town, Illinois",50231,2021
"1712801","Chebanse village, Illinois",75000,2021
"1712879","Chemung CDP, Illinois",39650,2021
"1712931","Chenoa city, Illinois",58977,2021
"1712970","Cherry village, Illinois",46000,2021
"1713074","Cherry Valley village, Illinois",69358,2021
"1713139","Chester city, Illinois",56368,2021
"1713165","Chesterfield village, Illinois",56528,2021
"1713230","Chestnut CDP, Illinois",NA,2021
"1714000","Chicago city, Illinois",65781,2021
"1714026","Chicago Heights city, Illinois",54870,2021
"1714065","Chicago Ridge village, Illinois",56494,2021
"1714117","Chillicothe city, Illinois",54297,2021
"1714273","Chrisman city, Illinois",54231,2021
"1714286","Christopher city, Illinois",39871,2021
"1714351","Cicero town, Illinois",58433,2021
"1714442","Cisco village, Illinois",42188,2021
"1714455","Cisne village, Illinois",40865,2021
"1714468","Cissna Park village, Illinois",45074,2021
"1714533","Claremont village, Illinois",34250,2021
"1714572","Clarendon Hills village, Illinois",107375,2021
"1714715","Clay City village, Illinois",48304,2021
"1714767","Clayton village, Illinois",47386,2021
"1714845","Clear Lake village, Illinois",56691,2021
"1714923","Cleveland village, Illinois",55714,2021
"1714936","Clifton village, Illinois",83438,2021
"1715001","Clinton city, Illinois",48619,2021
"1715170","Coal City village, Illinois",77636,2021
"1715209","Coalton village, Illinois",65000,2021
"1715235","Coal Valley village, Illinois",80095,2021
"1715261","Coatsburg village, Illinois",58125,2021
"1715300","Cobden village, Illinois",34704,2021
"1715352","Coffeen city, Illinois",42083,2021
"1715378","Colchester city, Illinois",49063,2021
"1715469","Coleta village, Illinois",49375,2021
"1715495","Colfax village, Illinois",62798,2021
"1715599","Collinsville city, Illinois",60793,2021
"1715664","Colona city, Illinois",68657,2021
"1715807","Colp village, Illinois",14375,2021
"1715833","Columbia city, Illinois",102107,2021
"1715846","Columbus village, Illinois",75000,2021
"1715950","Como CDP, Illinois",61528,2021
"1715989","Compton village, Illinois",53571,2021
"1716054","Concord village, Illinois",29583,2021
"1716119","Congerville village, Illinois",70081,2021
"1716210","Cooksville village, Illinois",57917,2021
"1716301","Coral CDP, Illinois",NA,2021
"1716366","Cordova village, Illinois",65813,2021
"1716405","Cornell village, Illinois",52292,2021
"1716431","Cornland CDP, Illinois",NA,2021
"1716470","Cortland town, Illinois",72431,2021
"1716613","Coulterville village, Illinois",44063,2021
"1716691","Country Club Hills city, Illinois",64888,2021
"1716873","Countryside city, Illinois",74750,2021
"1717055","Cowden village, Illinois",40278,2021
"1717077","Coyne Center CDP, Illinois",107212,2021
"1717094","Crab Orchard CDP, Illinois",NA,2021
"1717185","Crainville village, Illinois",61553,2021
"1717289","Creal Springs city, Illinois",34514,2021
"1717406","Crescent City village, Illinois",58661,2021
"1717458","Crest Hill city, Illinois",63172,2021
"1717471","Creston village, Illinois",65750,2021
"1717497","Crestwood village, Illinois",65074,2021
"1717523","Crete village, Illinois",80718,2021
"1717549","Creve Coeur village, Illinois",44410,2021
"1717783","Crossville village, Illinois",41875,2021
"1717887","Crystal Lake city, Illinois",96274,2021
"1717939","Crystal Lawns CDP, Illinois",96225,2021
"1717991","Cuba city, Illinois",33750,2021
"1718030","Cullom village, Illinois",52273,2021
"1718147","Curran village, Illinois",45000,2021
"1718212","Custer Park CDP, Illinois",153347,2021
"1718225","Cutler village, Illinois",46875,2021
"1718251","Cypress village, Illinois",40833,2021
"1718303","Dahlgren village, Illinois",41731,2021
"1718342","Dakota village, Illinois",61696,2021
"1718420","Dallas City city, Illinois",41750,2021
"1718446","Dalton City village, Illinois",57115,2021
"1718459","Dalzell village, Illinois",68173,2021
"1718472","Damiansville village, Illinois",83571,2021
"1718485","Dana village, Illinois",53750,2021
"1718498","Danforth village, Illinois",41339,2021
"1718537","Danvers village, Illinois",65707,2021
"1718563","Danville city, Illinois",39230,2021
"1718628","Darien city, Illinois",104226,2021
"1718641","Darmstadt CDP, Illinois",NA,2021
"1718706","Davis village, Illinois",63333,2021
"1718719","Davis Junction village, Illinois",90039,2021
"1718745","Dawson village, Illinois",60833,2021
"1718771","Dayton CDP, Illinois",98618,2021
"1718823","Decatur city, Illinois",45111,2021
"1718940","Deer Creek village, Illinois",69018,2021
"1718992","Deerfield village, Illinois",168568,2021
"1719031","Deer Grove village, Illinois",66458,2021
"1719083","Deer Park village, Illinois",165625,2021
"1719161","DeKalb city, Illinois",45591,2021
"1719200","De Land village, Illinois",48542,2021
"1719226","Delavan city, Illinois",55833,2021
"1719499","De Pue village, Illinois",64583,2021
"1719616","De Soto village, Illinois",47976,2021
"1719642","Des Plaines city, Illinois",79453,2021
"1719681","Detroit village, Illinois",NA,2021
"1719746","Dewey CDP, Illinois",NA,2021
"1719798","De Witt village, Illinois",55938,2021
"1719837","Diamond village, Illinois",57870,2021
"1719915","Dieterich village, Illinois",66250,2021
"1720045","Divernon village, Illinois",62885,2021
"1720123","Dix village, Illinois",24531,2021
"1720149","Dixmoor village, Illinois",46406,2021
"1720162","Dixon city, Illinois",50491,2021
"1720292","Dolton village, Illinois",53047,2021
"1720305","Dongola village, Illinois",36591,2021
"1720318","Donnellson village, Illinois",NA,2021
"1720331","Donovan village, Illinois",40625,2021
"1720370","Dorchester village, Illinois",84375,2021
"1720526","Dover village, Illinois",39531,2021
"1720565","Dowell village, Illinois",40000,2021
"1720591","Downers Grove village, Illinois",105217,2021
"1720643","Downs village, Illinois",95313,2021
"1720890","Du Bois village, Illinois",69219,2021
"1721020","Dundas CDP, Illinois",103125,2021
"1721098","Dunfermline village, Illinois",53438,2021
"1721176","Dunlap village, Illinois",119712,2021
"1721254","Dupo village, Illinois",47357,2021
"1721267","Du Quoin city, Illinois",44286,2021
"1721280","Durand village, Illinois",54643,2021
"1721358","Dwight village, Illinois",60806,2021
"1721410","Eagarville village, Illinois",51964,2021
"1721475","Eagle Lake CDP, Illinois",NA,2021
"1721540","Earlville city, Illinois",55966,2021
"1721553","East Alton village, Illinois",47089,2021
"1721579","East Brooklyn village, Illinois",94167,2021
"1721605","East Cape Girardeau village, Illinois",37813,2021
"1721618","East Carondelet village, Illinois",48750,2021
"1721683","East Dubuque city, Illinois",56576,2021
"1721696","East Dundee village, Illinois",71795,2021
"1721826","East Galesburg village, Illinois",65703,2021
"1721852","East Gillespie village, Illinois",69286,2021
"1721904","East Hazel Crest village, Illinois",51121,2021
"1722021","East Lynn CDP, Illinois",210811,2021
"1722073","East Moline city, Illinois",55529,2021
"1722151","Easton village, Illinois",65313,2021
"1722164","East Peoria city, Illinois",68246,2021
"1722255","East St. Louis city, Illinois",26011,2021
"1722398","Eddyville village, Illinois",NA,2021
"1722567","Edgewood village, Illinois",48750,2021
"1722619","Edgington CDP, Illinois",123889,2021
"1722645","Edinburg village, Illinois",61250,2021
"1722697","Edwardsville city, Illinois",78298,2021
"1722736","Effingham city, Illinois",56242,2021
"1722931","Elburn village, Illinois",99877,2021
"1722957","El Dara village, Illinois",123125,2021
"1723009","Eldorado city, Illinois",33734,2021
"1723022","Eldred village, Illinois",45938,2021
"1723074","Elgin city, Illinois",79757,2021
"1723139","Eliza CDP, Illinois",NA,2021
"1723165","Elizabeth village, Illinois",43393,2021
"1723191","Elizabethtown village, Illinois",13438,2021
"1723256","Elk Grove Village village, Illinois",89187,2021
"1723269","Elkhart village, Illinois",77500,2021
"1723373","Elkville village, Illinois",42557,2021
"1723425","Elliott village, Illinois",55341,2021
"1723503","Ellis Grove village, Illinois",57083,2021
"1723529","Ellisville village, Illinois",43750,2021
"1723555","Ellsworth village, Illinois",51563,2021
"1723620","Elmhurst city, Illinois",128355,2021
"1723698","Elmwood city, Illinois",78770,2021
"1723724","Elmwood Park village, Illinois",68833,2021
"1723737","El Paso city, Illinois",58179,2021
"1723776","Elsah village, Illinois",81250,2021
"1723841","Elvaston village, Illinois",37500,2021
"1723919","Elwin CDP, Illinois",NA,2021
"1723945","Elwood village, Illinois",76339,2021
"1723971","Emden village, Illinois",56458,2021
"1724062","Emington village, Illinois",60000,2021
"1724166","Energy village, Illinois",53882,2021
"1724179","Enfield village, Illinois",34079,2021
"1724348","Equality village, Illinois",47083,2021
"1724374","Erie village, Illinois",83250,2021
"1724452","Essex village, Illinois",81000,2021
"1724543","Eureka city, Illinois",48902,2021
"1724582","Evanston city, Illinois",87345,2021
"1724608","Evansville village, Illinois",60694,2021
"1724634","Evergreen Park village, Illinois",85328,2021
"1724673","Ewing village, Illinois",63750,2021
"1724699","Exeter village, Illinois",50000,2021
"1724764","Fairbury city, Illinois",59456,2021
"1724816","Fairfield city, Illinois",42083,2021
"1724920","Fairmont CDP, Illinois",52444,2021
"1724933","Fairmont City village, Illinois",39247,2021
"1724985","Fairmount village, Illinois",56719,2021
"1725063","Fairview village, Illinois",68750,2021
"1725141","Fairview Heights city, Illinois",70825,2021
"1725245","Fall Creek CDP, Illinois",NA,2021
"1725375","Farina village, Illinois",35658,2021
"1725414","Farmer City city, Illinois",51250,2021
"1725440","Farmersville village, Illinois",59423,2021
"1725531","Farmington city, Illinois",53563,2021
"1725713","Fayetteville village, Illinois",58472,2021
"1725895","Ferris village, Illinois",47500,2021
"1725960","Fidelity village, Illinois",38281,2021
"1726012","Fieldon village, Illinois",60250,2021
"1726077","Fillmore village, Illinois",42292,2021
"1726116","Findlay village, Illinois",50694,2021
"1726194","Fisher village, Illinois",74504,2021
"1726233","Fithian village, Illinois",62188,2021
"1726311","Flanagan village, Illinois",68958,2021
"1726350","Flat Rock village, Illinois",42000,2021
"1726454","Flora city, Illinois",50563,2021
"1726467","Floraville CDP, Illinois",NA,2021
"1726480","Florence village, Illinois",NA,2021
"1726571","Flossmoor village, Illinois",126085,2021
"1726662","Foosland village, Illinois",53250,2021
"1726710","Ford Heights village, Illinois",37885,2021
"1726753","Forest City village, Illinois",57500,2021
"1726896","Forest Lake CDP, Illinois",134821,2021
"1726935","Forest Park village, Illinois",72827,2021
"1726987","Forest View village, Illinois",97500,2021
"1727026","Forrest village, Illinois",63500,2021
"1727065","Forreston village, Illinois",60648,2021
"1727091","Forsyth village, Illinois",96875,2021
"1727377","Fowler CDP, Illinois",NA,2021
"1727442","Fox Lake village, Illinois",64221,2021
"1727455","Fox Lake Hills CDP, Illinois",92159,2021
"1727533","Fox River Grove village, Illinois",109645,2021
"1727624","Frankfort village, Illinois",145645,2021
"1727644","Frankfort Square CDP, Illinois",117625,2021
"1727663","Franklin village, Illinois",68393,2021
"1727689","Franklin Grove village, Illinois",50302,2021
"1727702","Franklin Park village, Illinois",70221,2021
"1727728","Franklinville CDP, Illinois",NA,2021
"1727806","Freeburg village, Illinois",65188,2021
"1727858","Freeman Spur village, Illinois",42222,2021
"1727884","Freeport city, Illinois",41831,2021
"1728144","Fulton city, Illinois",52632,2021
"1728170","Fults village, Illinois",NA,2021
"1728248","Gages Lake CDP, Illinois",98009,2021
"1728261","Galatia village, Illinois",47250,2021
"1728300","Galena city, Illinois",57632,2021
"1728326","Galesburg city, Illinois",39115,2021
"1728404","Galt CDP, Illinois",61761,2021
"1728430","Galva city, Illinois",51042,2021
"1728612","Garden Prairie CDP, Illinois",52567,2021
"1728638","Gardner village, Illinois",73203,2021
"1728742","Garrett village, Illinois",46875,2021
"1728807","Gays village, Illinois",71250,2021
"1728846","Geneseo city, Illinois",59327,2021
"1728872","Geneva city, Illinois",126759,2021
"1728898","Genoa city, Illinois",74676,2021
"1728950","Georgetown CDP, Illinois",66071,2021
"1728963","Georgetown city, Illinois",49484,2021
"1729041","Germantown village, Illinois",67031,2021
"1729080","Germantown Hills village, Illinois",143447,2021
"1729093","German Valley village, Illinois",64519,2021
"1729125","Gibson City city, Illinois",47091,2021
"1729145","Gifford village, Illinois",66528,2021
"1729171","Gilberts village, Illinois",101298,2021
"1729236","Gillespie city, Illinois",45817,2021
"1729275","Gilman city, Illinois",61705,2021
"1729340","Gilson CDP, Illinois",57778,2021
"1729392","Girard city, Illinois",45345,2021
"1729431","Gladstone village, Illinois",32361,2021
"1729483","Glasford village, Illinois",71477,2021
"1729496","Glasgow village, Illinois",35417,2021
"1729639","Glen Carbon village, Illinois",86406,2021
"1729652","Glencoe village, Illinois",212132,2021
"1729730","Glendale Heights village, Illinois",77582,2021
"1729756","Glen Ellyn village, Illinois",124754,2021
"1729938","Glenview village, Illinois",123771,2021
"1730029","Glenwood village, Illinois",65685,2021
"1730094","Godfrey village, Illinois",80560,2021
"1730120","Godley village, Illinois",41324,2021
"1730133","Golconda city, Illinois",33083,2021
"1730159","Golden village, Illinois",54583,2021
"1730250","Golden Gate village, Illinois",13686,2021
"1730328","Golf village, Illinois",211100,2021
"1730419","Goodenow CDP, Illinois",NA,2021
"1730445","Goodfield village, Illinois",94583,2021
"1730458","Good Hope village, Illinois",50833,2021
"1730510","Goofy Ridge CDP, Illinois",47292,2021
"1730575","Goreville village, Illinois",64444,2021
"1730588","Gorham village, Illinois",26250,2021
"1730653","Grafton city, Illinois",81250,2021
"1730705","Grand Detour CDP, Illinois",67218,2021
"1730757","Grand Ridge village, Illinois",61528,2021
"1730770","Grand Tower city, Illinois",51750,2021
"1730835","Grandview village, Illinois",47321,2021
"1730900","Grandwood Park CDP, Illinois",129375,2021
"1730926","Granite City city, Illinois",53757,2021
"1730978","Grantfork village, Illinois",93750,2021
"1730991","Grant Park village, Illinois",77000,2021
"1731017","Granville village, Illinois",61731,2021
"1731121","Grayslake village, Illinois",109975,2021
"1731165","Grayville city, Illinois",48155,2021
"1731368","Greenfield city, Illinois",54531,2021
"1731446","Green Oaks village, Illinois",98056,2021
"1731524","Greenup village, Illinois",57656,2021
"1731563","Green Valley village, Illinois",57063,2021
"1731576","Greenview village, Illinois",61750,2021
"1731589","Greenville city, Illinois",45961,2021
"1731667","Greenwood village, Illinois",100833,2021
"1731732","Gridley village, Illinois",53958,2021
"1731771","Griggsville city, Illinois",42180,2021
"1731992","Gulfport village, Illinois",63542,2021
"1732018","Gurnee village, Illinois",102140,2021
"1732200","Hainesville village, Illinois",107868,2021
"1732395","Hamburg village, Illinois",38571,2021
"1732408","Hamel village, Illinois",72000,2021
"1732434","Hamilton city, Illinois",49297,2021
"1732473","Hamlet CDP, Illinois",NA,2021
"1732499","Hammond village, Illinois",67273,2021
"1732525","Hampshire village, Illinois",97927,2021
"1732564","Hampton village, Illinois",72500,2021
"1732616","Hanaford village, Illinois",51250,2021
"1732668","Hanna City village, Illinois",62550,2021
"1732707","Hanover village, Illinois",46333,2021
"1732746","Hanover Park village, Illinois",80535,2021
"1732850","Hardin village, Illinois",75469,2021
"1732876","Harding CDP, Illinois",80583,2021
"1732967","Harmon village, Illinois",45625,2021
"1733019","Harmony CDP, Illinois",NA,2021
"1733136","Harrisburg city, Illinois",36701,2021
"1733162","Harrison CDP, Illinois",43281,2021
"1733227","Harristown village, Illinois",62639,2021
"1733279","Hartford village, Illinois",36250,2021
"1733292","Hartland CDP, Illinois",NA,2021
"1733318","Hartsburg village, Illinois",57813,2021
"1733331","Harvard city, Illinois",63044,2021
"1733357","Harvel village, Illinois",39688,2021
"1733383","Harvey city, Illinois",35572,2021
"1733435","Harwood Heights village, Illinois",74577,2021
"1733513","Havana city, Illinois",45945,2021
"1733630","Hawthorn Woods village, Illinois",213605,2021
"1733695","Hazel Crest village, Illinois",54353,2021
"1733851","Hebron village, Illinois",76080,2021
"1733877","Hecker village, Illinois",71071,2021
"1734007","Henderson village, Illinois",49167,2021
"1734098","Hennepin village, Illinois",70000,2021
"1734137","Henning village, Illinois",72000,2021
"1734163","Henry city, Illinois",51556,2021
"1734272","Heritage Lake CDP, Illinois",105156,2021
"1734332","Herrick village, Illinois",51250,2021
"1734358","Herrin city, Illinois",46879,2021
"1734384","Herscher village, Illinois",78906,2021
"1734423","Hettick village, Illinois",45625,2021
"1734449","Heyworth village, Illinois",71667,2021
"1734514","Hickory Hills city, Illinois",69072,2021
"1734553","Hidalgo village, Illinois",45714,2021
"1734670","Highland city, Illinois",69442,2021
"1734722","Highland Park city, Illinois",153226,2021
"1734865","Highwood city, Illinois",88913,2021
"1734982","Hillcrest village, Illinois",80948,2021
"1735047","Hillsboro city, Illinois",64340,2021
"1735073","Hillsdale village, Illinois",73750,2021
"1735086","Hillside village, Illinois",62224,2021
"1735203","Hillview village, Illinois",42500,2021
"1735268","Hinckley village, Illinois",75500,2021
"1735281","Hindsboro village, Illinois",61250,2021
"1735307","Hinsdale village, Illinois",224185,2021
"1735385","Hodgkins village, Illinois",61136,2021
"1735398","Hoffman village, Illinois",57500,2021
"1735411","Hoffman Estates village, Illinois",96274,2021
"1735463","Holcomb CDP, Illinois",51250,2021
"1735515","Holiday Hills village, Illinois",73333,2021
"1735541","Holiday Shores CDP, Illinois",113696,2021
"1735671","Hollowayville village, Illinois",36250,2021
"1735814","Homer village, Illinois",62446,2021
"1735835","Homer Glen village, Illinois",120306,2021
"1735866","Hometown city, Illinois",52639,2021
"1735879","Homewood village, Illinois",81940,2021
"1736061","Hoopeston city, Illinois",43330,2021
"1736074","Hooppole village, Illinois",41094,2021
"1736126","Hopedale village, Illinois",56731,2021
"1736150","Hopewell village, Illinois",91250,2021
"1736190","Hopkins Park village, Illinois",29857,2021
"1736347","Hoyleton village, Illinois",66000,2021
"1736438","Hudson village, Illinois",98125,2021
"1736477","Huey village, Illinois",NA,2021
"1736516","Hull village, Illinois",51531,2021
"1736542","Humboldt village, Illinois",41944,2021
"1736568","Hume village, Illinois",54489,2021
"1736750","Huntley village, Illinois",76612,2021
"1736815","Hurst city, Illinois",35962,2021
"1736841","Hutsonville village, Illinois",44750,2021
"1737062","Illinois City CDP, Illinois",39722,2021
"1737127","Illiopolis village, Illinois",62143,2021
"1737179","Ina village, Illinois",45833,2021
"1737218","Indian Creek village, Illinois",129375,2021
"1737257","Indian Head Park village, Illinois",93398,2021
"1737348","Indianola village, Illinois",66563,2021
"1737439","Industry village, Illinois",56667,2021
"1737465","Ingalls Park CDP, Illinois",51111,2021
"1737608","Inverness village, Illinois",190458,2021
"1737621","Iola village, Illinois",43594,2021
"1737647","Ipava village, Illinois",45000,2021
"1737712","Iroquois village, Illinois",61458,2021
"1737738","Irving village, Illinois",29063,2021
"1737777","Irvington village, Illinois",58229,2021
"1737803","Irwin village, Illinois",67500,2021
"1737894","Island Lake village, Illinois",84940,2021
"1737907","Itasca village, Illinois",109146,2021
"1737933","Iuka village, Illinois",43021,2021
"1737998","Ivesdale village, Illinois",60000,2021
"1738115","Jacksonville city, Illinois",47926,2021
"1738232","Janesville CDP, Illinois",NA,2021
"1738323","Jeffersonville village, Illinois",40208,2021
"1738349","Jeisyville village, Illinois",72125,2021
"1738375","Jerome village, Illinois",52422,2021
"1738414","Jerseyville city, Illinois",63178,2021
"1738427","Jewett village, Illinois",47188,2021
"1738479","Johnsburg village, Illinois",120500,2021
"1738531","Johnsonville village, Illinois",28250,2021
"1738544","Johnston City city, Illinois",55625,2021
"1738570","Joliet city, Illinois",77373,2021
"1738635","Jonesboro city, Illinois",52598,2021
"1738674","Joppa village, Illinois",34375,2021
"1738726","Joslin CDP, Illinois",NA,2021
"1738739","Joy village, Illinois",53750,2021
"1738778","Junction village, Illinois",30625,2021
"1738791","Junction City village, Illinois",41667,2021
"1738830","Justice village, Illinois",57045,2021
"1738856","Kampsville village, Illinois",58438,2021
"1738869","Kane village, Illinois",42917,2021
"1738895","Kaneville village, Illinois",71250,2021
"1738921","Kangley village, Illinois",52083,2021
"1738934","Kankakee city, Illinois",38869,2021
"1738986","Kansas village, Illinois",44722,2021
"1739038","Kappa village, Illinois",73750,2021
"1739077","Karnak village, Illinois",33056,2021
"1739129","Kaskaskia village, Illinois",NA,2021
"1739233","Keenes village, Illinois",49125,2021
"1739259","Keensburg village, Illinois",63594,2021
"1739298","Keithsburg city, Illinois",45000,2021
"1739324","Kell village, Illinois",41250,2021
"1739441","Kempton village, Illinois",63036,2021
"1739519","Kenilworth village, Illinois",250001,2021
"1739532","Kenney village, Illinois",62813,2021
"1739727","Kewanee city, Illinois",41452,2021
"1739753","Keyesport village, Illinois",34352,2021
"1739857","Kilbourne village, Illinois",35179,2021
"1739883","Kildeer village, Illinois",226375,2021
"1739909","Kincaid village, Illinois",65272,2021
"1739922","Kinderhook village, Illinois",68393,2021
"1739987","Kings CDP, Illinois",54306,2021
"1740052","Kingston CDP, Illinois",27578,2021
"1740065","Kingston village, Illinois",81875,2021
"1740091","Kingston Mines village, Illinois",50625,2021
"1740117","Kinmundy city, Illinois",26164,2021
"1740143","Kinsman village, Illinois",93750,2021
"1740156","Kirkland village, Illinois",77321,2021
"1740182","Kirkwood village, Illinois",60250,2021
"1740364","Knollwood CDP, Illinois",123523,2021
"1740416","Knoxville city, Illinois",67750,2021
"1740520","La Clede CDP, Illinois",NA,2021
"1740559","Lacon city, Illinois",54934,2021
"1740598","Ladd village, Illinois",61319,2021
"1740676","La Fayette village, Illinois",38750,2021
"1740767","La Grange village, Illinois",124292,2021
"1740793","La Grange Park village, Illinois",102034,2021
"1740832","La Harpe city, Illinois",42750,2021
"1740884","Lake Barrington village, Illinois",108563,2021
"1740910","Lake Bluff village, Illinois",173667,2021
"1740962","Lake Camelot CDP, Illinois",104773,2021
"1740980","Lake Carroll CDP, Illinois",90083,2021
"1740988","Lake Catherine CDP, Illinois",81364,2021
"1741040","Lake City CDP, Illinois",NA,2021
"1741105","Lake Forest city, Illinois",194267,2021
"1741157","Lake Holiday CDP, Illinois",83703,2021
"1741183","Lake in the Hills village, Illinois",102106,2021
"1741214","Lake Ka-Ho village, Illinois",40250,2021
"1741326","Lakemoor village, Illinois",90000,2021
"1741346","Lake of the Woods CDP, Illinois",62432,2021
"1741404","Lake Petersburg CDP, Illinois",105202,2021
"1741456","Lake Summerset CDP, Illinois",93385,2021
"1741586","Lake Villa village, Illinois",115598,2021
"1741651","Lakewood village, Illinois",156477,2021
"1741677","Lakewood CDP, Illinois",NA,2021
"1741716","Lakewood Shores CDP, Illinois",68250,2021
"1741742","Lake Zurich village, Illinois",118139,2021
"1741794","La Moille village, Illinois",59167,2021
"1741859","Lanark city, Illinois",62083,2021
"1741950","Lane CDP, Illinois",45455,2021
"1742002","Langleyville CDP, Illinois",70313,2021
"1742028","Lansing village, Illinois",62397,2021
"1742067","LaPlace CDP, Illinois",81016,2021
"1742080","La Prairie village, Illinois",70000,2021
"1742171","La Rose village, Illinois",44792,2021
"1742184","LaSalle city, Illinois",48848,2021
"1742249","Latham village, Illinois",57083,2021
"1742392","Lawrence CDP, Illinois",102596,2021
"1742405","Lawrenceville city, Illinois",41525,2021
